Application,Repeat Count,IP Protocol,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),Packets Sent,Packets Received,Session End Reason,Risk of app,Label,Packets per second,Bytes per second,Average packet size
web-browsing,1.0,tcp,581.0,507.0,74.0,6.0,2.0,5.0,1.0,0,4.0,Slowloris,3.0,290.5,96.83333333333333
web-browsing,1.0,tcp,1467.0,646.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,183.375,122.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1451.0,630.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,181.375,120.91666666666667
web-browsing,1.0,tcp,1605.0,718.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1605.0,114.64285714285714
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1606.0,719.0,887.0,14.0,12.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,1.1666666666666667,133.83333333333334,114.71428571428571
web-browsing,1.0,tcp,2606.0,1258.0,1348.0,26.0,82.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3170731707317073,31.78048780487805,100.23076923076923
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1947.0,863.0,1084.0,18.0,41.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.43902439024390244,47.48780487804878,108.16666666666667
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1677.0,731.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,55.9,111.8
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,11.0,8.0,0.0,aged-out,1.0,Slowloris,0.7272727272727273,53.81818181818182,74.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1927.0,843.0,1084.0,18.0,43.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.4186046511627907,44.81395348837209,107.05555555555556
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,1555.0,668.0,887.0,14.0,12.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,1.1666666666666667,129.58333333333334,111.07142857142857
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,2313.0,1097.0,1216.0,22.0,62.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3548387096774194,37.306451612903224,105.13636363636364
web-browsing,1.0,tcp,2633.0,1285.0,1348.0,26.0,82.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3170731707317073,32.109756097560975,101.26923076923077
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1418.0,597.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,177.25,118.16666666666667
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,2268.0,1052.0,1216.0,22.0,65.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3384615384615385,34.89230769230769,103.0909090909091
web-browsing,1.0,tcp,2595.0,1247.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.6,99.8076923076923
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,2600.0,1252.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.666666666666664,100.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,1960.0,876.0,1084.0,18.0,46.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.391304347826087,42.608695652173914,108.88888888888889
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1611.0,724.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1611.0,115.07142857142857
web-browsing,1.0,tcp,5852.0,2985.0,2867.0,74.0,31.0,38.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3870967741935485,188.7741935483871,79.08108108108108
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1603.0,716.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1603.0,114.5
web-browsing,1.0,tcp,1549.0,669.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,51.63333333333333,119.15384615384616
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1611.0,724.0,887.0,14.0,39.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.358974358974359,41.30769230769231,115.07142857142857
web-browsing,1.0,tcp,2556.0,1208.0,1348.0,26.0,76.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.34210526315789475,33.63157894736842,98.3076923076923
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,2565.0,1217.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.2,98.65384615384616
web-browsing,1.0,tcp,1985.0,901.0,1084.0,18.0,41.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.43902439024390244,48.41463414634146,110.27777777777777
web-browsing,1.0,tcp,1461.0,640.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,182.625,121.75
web-browsing,1.0,tcp,5886.0,3019.0,2867.0,74.0,31.0,38.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3870967741935485,189.8709677419355,79.54054054054055
web-browsing,1.0,tcp,1616.0,729.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1616.0,115.42857142857143
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,5104.0,3624.0,1480.0,43.0,123.0,28.0,15.0,tcp-fin,4.0,Slowloris,0.34959349593495936,41.49593495934959,118.69767441860465
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1682.0,736.0,946.0,15.0,60.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.25,28.033333333333335,112.13333333333334
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1648.0,702.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,54.93333333333333,109.86666666666666
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1947.0,863.0,1084.0,18.0,46.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.391304347826087,42.32608695652174,108.16666666666667
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,11.0,8.0,0.0,aged-out,1.0,Slowloris,0.7272727272727273,53.81818181818182,74.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1928.0,850.0,1078.0,19.0,30.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.6333333333333333,64.26666666666667,101.47368421052632
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1823.0,811.0,1012.0,17.0,60.0,9.0,8.0,tcp-rst-from-server,4.0,Slowloris,0.2833333333333333,30.383333333333333,107.23529411764706
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1576.0,690.0,886.0,14.0,39.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.358974358974359,40.41025641025641,112.57142857142857
web-browsing,1.0,tcp,1610.0,723.0,887.0,14.0,12.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,1.1666666666666667,134.16666666666666,115.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1790.0,778.0,1012.0,17.0,60.0,9.0,8.0,tcp-rst-from-server,4.0,Slowloris,0.2833333333333333,29.833333333333332,105.29411764705883
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,11.0,8.0,0.0,aged-out,1.0,Slowloris,0.7272727272727273,53.81818181818182,74.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,2290.0,1074.0,1216.0,22.0,54.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.4074074074074074,42.407407407407405,104.0909090909091
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,5895.0,3028.0,2867.0,74.0,31.0,38.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3870967741935485,190.16129032258064,79.66216216216216
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,12.0,8.0,0.0,aged-out,1.0,Slowloris,0.6666666666666666,49.333333333333336,74.0
web-browsing,1.0,tcp,5891.0,3024.0,2867.0,74.0,31.0,38.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3870967741935485,190.03225806451613,79.60810810810811
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1501.0,621.0,880.0,13.0,31.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.41935483870967744,48.41935483870968,115.46153846153847
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1686.0,740.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,56.2,112.4
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,2257.0,1047.0,1210.0,23.0,50.0,12.0,11.0,tcp-rst-from-server,4.0,Slowloris,0.46,45.14,98.1304347826087
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1538.0,658.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,51.266666666666666,118.3076923076923
web-browsing,1.0,tcp,1594.0,707.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1594.0,113.85714285714286
web-browsing,1.0,tcp,2288.0,1072.0,1216.0,22.0,66.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3333333333333333,34.666666666666664,104.0
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,1493.0,613.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,49.766666666666666,114.84615384615384
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,2251.0,1041.0,1210.0,23.0,50.0,12.0,11.0,tcp-rst-from-server,4.0,Slowloris,0.46,45.02,97.8695652173913
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,2587.0,1239.0,1348.0,26.0,87.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.2988505747126437,29.735632183908045,99.5
web-browsing,1.0,tcp,2573.0,1225.0,1348.0,26.0,87.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.2988505747126437,29.57471264367816,98.96153846153847
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1496.0,616.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,49.86666666666667,115.07692307692308
web-browsing,1.0,tcp,1599.0,712.0,887.0,14.0,39.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.358974358974359,41.0,114.21428571428571
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,2277.0,1061.0,1216.0,22.0,65.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3384615384615385,35.03076923076923,103.5
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1614.0,728.0,886.0,14.0,39.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.358974358974359,41.38461538461539,115.28571428571429
web-browsing,1.0,tcp,1692.0,746.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,56.4,112.8
web-browsing,1.0,tcp,4243.0,2763.0,1480.0,36.0,103.0,21.0,15.0,tcp-fin,4.0,Slowloris,0.34951456310679613,41.19417475728155,117.86111111111111
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1643.0,691.0,952.0,14.0,23.0,7.0,7.0,tcp-fin,4.0,Slowloris,0.6086956521739131,71.43478260869566,117.35714285714286
web-browsing,1.0,tcp,1978.0,894.0,1084.0,18.0,41.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.43902439024390244,48.24390243902439,109.88888888888889
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1979.0,895.0,1084.0,18.0,46.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.391304347826087,43.02173913043478,109.94444444444444
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1316.0,569.0,747.0,10.0,39.0,6.0,4.0,tcp-rst-from-client,4.0,Slowloris,0.2564102564102564,33.743589743589745,131.6
web-browsing,1.0,tcp,5766.0,2906.0,2860.0,72.0,31.0,36.0,36.0,tcp-rst-from-server,4.0,Slowloris,2.3225806451612905,186.0,80.08333333333333
web-browsing,1.0,tcp,4985.0,3505.0,1480.0,42.0,123.0,27.0,15.0,tcp-fin,4.0,Slowloris,0.34146341463414637,40.52845528455285,118.69047619047619
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,729.0,655.0,74.0,8.0,4.0,7.0,1.0,0,4.0,Slowloris,2.0,182.25,91.125
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,12.0,8.0,0.0,aged-out,1.0,Slowloris,0.6666666666666666,49.333333333333336,74.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1600.0,713.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1600.0,114.28571428571429
web-browsing,1.0,tcp,1598.0,711.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1598.0,114.14285714285714
web-browsing,1.0,tcp,1510.0,630.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,50.333333333333336,116.15384615384616
web-browsing,1.0,tcp,655.0,581.0,74.0,7.0,3.0,6.0,1.0,0,4.0,Slowloris,2.3333333333333335,218.33333333333334,93.57142857142857
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,12.0,8.0,0.0,aged-out,1.0,Slowloris,0.6666666666666666,49.333333333333336,74.0
web-browsing,1.0,tcp,1602.0,715.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1602.0,114.42857142857143
web-browsing,1.0,tcp,1929.0,851.0,1078.0,19.0,30.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.6333333333333333,64.3,101.52631578947368
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1635.0,683.0,952.0,14.0,23.0,7.0,7.0,tcp-fin,4.0,Slowloris,0.6086956521739131,71.08695652173913,116.78571428571429
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1615.0,728.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1615.0,115.35714285714286
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,1611.0,724.0,887.0,14.0,38.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.3684210526315789,42.39473684210526,115.07142857142857
web-browsing,1.0,tcp,1467.0,646.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,183.375,122.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,1536.0,656.0,880.0,13.0,30.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.43333333333333335,51.2,118.15384615384616
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1454.0,633.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,181.75,121.16666666666667
web-browsing,1.0,tcp,3301.0,1821.0,1480.0,35.0,102.0,20.0,15.0,tcp-fin,4.0,Slowloris,0.3431372549019608,32.36274509803921,94.31428571428572
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,1566.0,679.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1566.0,111.85714285714286
web-browsing,1.0,tcp,1969.0,891.0,1078.0,19.0,30.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.6333333333333333,65.63333333333334,103.63157894736842
web-browsing,1.0,tcp,1787.0,775.0,1012.0,17.0,60.0,9.0,8.0,tcp-rst-from-server,4.0,Slowloris,0.2833333333333333,29.783333333333335,105.11764705882354
web-browsing,1.0,tcp,2573.0,1225.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.306666666666665,98.96153846153847
web-browsing,1.0,tcp,1818.0,806.0,1012.0,17.0,60.0,9.0,8.0,tcp-rst-from-server,4.0,Slowloris,0.2833333333333333,30.3,106.94117647058823
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1606.0,719.0,887.0,14.0,1.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,14.0,1606.0,114.71428571428571
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1632.0,680.0,952.0,14.0,27.0,7.0,7.0,tcp-fin,4.0,Slowloris,0.5185185185185185,60.44444444444444,116.57142857142857
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,2282.0,1066.0,1216.0,22.0,59.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3728813559322034,38.67796610169491,103.72727272727273
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,2255.0,1045.0,1210.0,23.0,50.0,12.0,11.0,tcp-rst-from-server,4.0,Slowloris,0.46,45.1,98.04347826086956
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
web-browsing,1.0,tcp,1609.0,722.0,887.0,14.0,39.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,0.358974358974359,41.256410256410255,114.92857142857143
web-browsing,1.0,tcp,1537.0,657.0,880.0,13.0,31.0,7.0,6.0,tcp-rst-from-server,4.0,Slowloris,0.41935483870967744,49.58064516129032,118.23076923076923
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
web-browsing,1.0,tcp,5822.0,2956.0,2866.0,73.0,31.0,37.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3548387096774195,187.80645161290323,79.75342465753425
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,2328.0,1112.0,1216.0,22.0,68.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3235294117647059,34.23529411764706,105.81818181818181
