,Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,Unnamed: 38,Sequence Number,Action Flags,Source Country,Destination Country,Unnamed: 43,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded
464,1,2025/03/03 15:50:58,21201168048,TRAFFIC,end,2562,2025/03/03 15:50:58,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:58,2958,1,40128,80,0,0,0x1c,tcp,allow,2602,1254,1348,26,2025/03/03 15:49:16,87,any,,7477495945886702442,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,13,13,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:58.377+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
163,1,2025/03/03 15:51:39,21201168048,TRAFFIC,end,2562,2025/03/03 15:51:39,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:51:39,4087,1,57330,80,0,0,0x1c,tcp,allow,12485,727,11758,21,2025/03/03 15:50:59,24,any,,7477495945886702743,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,9,12,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:51:39.198+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6480,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,314,1,49146,80,0,0,0x1c,tcp,allow,5879,3012,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696426,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.380+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6705,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,246,1,48564,80,0,0,0x1c,tcp,allow,5885,3018,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696201,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.253+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7171,1,2025/03/03 15:43:03,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:03,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:03,362,1,34976,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:43:01,0,any,,7477495945886695735,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:04.013+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7420,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,113,1,47314,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:42:33,0,any,,7477495945886695486,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.398+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2009,1,2025/03/03 15:49:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:32,3195,1,42212,80,0,0,0x19,tcp,allow,592,592,0,8,2025/03/03 15:49:16,11,any,,7477495945886700897,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:32.336+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
3084,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2367,1,41746,80,0,0,0x1c,tcp,allow,1467,646,821,12,2025/03/03 15:47:48,8,any,,7477495945886699822,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,5,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.251+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
900,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,3979,1,40534,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702006,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.266+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5856,1,2025/03/03 15:43:55,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:55,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:55,1007,1,53920,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:43:55,0,any,,7477495945886697050,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:55.354+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4837,1,2025/03/03 15:45:17,21201168048,TRAFFIC,start,2562,2025/03/03 15:45:17,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:17,1572,1,51970,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:45:17,0,any,,7477495945886698069,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:17.193+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2293,1,2025/03/03 15:49:15,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:15,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:15,2829,1,38890,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:15,0,any,,7477495945886700613,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:15.629+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4481,1,2025/03/03 15:46:17,21201168048,TRAFFIC,start,2562,2025/03/03 15:46:17,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:17,1778,1,45968,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:46:17,0,any,,7477495945886698425,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:17.403+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4605,1,2025/03/03 15:46:04,21201168048,TRAFFIC,end,2562,2025/03/03 15:46:04,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:04,1280,1,49364,80,0,0,0x1b,tcp,allow,1680,734,946,15,2025/03/03 15:45:17,30,any,,7477495945886698301,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:04.165+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3716,1,2025/03/03 15:47:17,21201168048,TRAFFIC,start,2562,2025/03/03 15:47:17,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:17,2109,1,41800,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:47:17,0,any,,7477495945886699190,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:17.687+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6211,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,528,1,36462,80,0,0,0x1c,tcp,allow,1617,730,887,14,2025/03/03 15:43:07,1,any,,7477495945886696695,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.380+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1764,1,2025/03/03 15:49:33,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:33,3330,1,43342,80,0,0,0x19,tcp,allow,592,592,0,8,2025/03/03 15:49:17,11,any,,7477495945886701142,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:33.377+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
1549,1,2025/03/03 15:49:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:40,3411,1,40338,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:35,0,any,,7477495945886701357,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:40.377+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
3029,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2209,1,42692,80,0,0,0x1c,tcp,allow,1610,723,887,14,2025/03/03 15:47:18,38,any,,7477495945886699877,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.252+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6657,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,303,1,49034,80,0,0,0x1c,tcp,allow,5900,3033,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696249,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.255+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2044,1,2025/03/03 15:49:24,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:24,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:24,3187,1,42120,80,0,0,0x0,tcp,allow,803,729,74,9,2025/03/03 15:49:16,5,any,,7477495945886700862,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:24.190+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
767,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,4077,1,40272,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702139,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.779+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1508,1,2025/03/03 15:49:41,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:41,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:41,3626,1,43390,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:36,0,any,,7477495945886701398,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:41.251+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
7482,1,2025/03/03 15:41:54,21201168048,TRAFFIC,start,2562,2025/03/03 15:41:54,192.168.11.36,192.168.10.13,,,untrunt to trust,,,ping,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:41:54,52,1,0,0,2048,0,0x100000,icmp,allow,98,98,0,1,2025/03/03 15:41:45,0,any,,7477495945886695424,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:41:54.130+07:00,,,internet-utility,general-internet,network-protocol,2,"has-known-vulnerability,tunnel-other-application,pervasive-use",,untunneled,no,no,0
4517,1,2025/03/03 15:46:17,21201168048,TRAFFIC,start,2562,2025/03/03 15:46:17,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:17,1742,1,45684,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:46:17,0,any,,7477495945886698389,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:17.384+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4219,1,2025/03/03 15:46:47,21201168048,TRAFFIC,start,2562,2025/03/03 15:46:47,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:47,1890,1,50804,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:46:47,0,any,,7477495945886698687,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:47.513+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6220,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,477,1,36008,80,0,0,0x1c,tcp,allow,1611,724,887,14,2025/03/03 15:43:07,1,any,,7477495945886696686,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.380+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6516,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,190,1,48066,80,0,0,0x1a,tcp,allow,5830,2964,2866,73,2025/03/03 15:42:33,31,any,,7477495945886696390,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,37,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3292,1,2025/03/03 15:47:47,21201168048,TRAFFIC,start,2562,2025/03/03 15:47:47,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:47,2310,1,41230,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:47:48,0,any,,7477495945886699614,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:47.893+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
819,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,4055,1,41060,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702087,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.270+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1403,1,2025/03/03 15:49:50,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:50,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:50,2388,1,34852,80,0,0,0x1c,tcp,allow,1639,687,952,14,2025/03/03 15:49:14,21,any,,7477495945886701503,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,7,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:50.335+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
